record_id,method_id,cell_id,data_seed,model_seed,diagnostic_status,target_attainment_fraction,feasibility_fraction,cap_binding_fraction,max_absolute_strong_drift_change
esb-erm-rho5_lag3-d301-m3016,erm,rho5_lag3,301,3016,N/A,N/A,N/A,N/A,N/A
esb-erm-rho5_lag3-d301-m3017,erm,rho5_lag3,301,3017,N/A,N/A,N/A,N/A,N/A
esb-erm-rho5_lag3-d302-m3010,erm,rho5_lag3,302,3010,N/A,N/A,N/A,N/A,N/A
esb-erm-rho5_lag3-d302-m3011,erm,rho5_lag3,302,3011,N/A,N/A,N/A,N/A,N/A
esb-erm-rho5_lag3-d302-m3012,erm,rho5_lag3,302,3012,N/A,N/A,N/A,N/A,N/A
esb-erm-rho5_lag3-d302-m3013,erm,rho5_lag3,302,3013,N/A,N/A,N/A,N/A,N/A
esb-erm-rho5_lag3-d302-m3014,erm,rho5_lag3,302,3014,N/A,N/A,N/A,N/A,N/A
esb-erm-rho5_lag3-d302-m3015,erm,rho5_lag3,302,3015,N/A,N/A,N/A,N/A,N/A
esb-erm-rho5_lag3-d302-m3016,erm,rho5_lag3,302,3016,N/A,N/A,N/A,N/A,N/A
esb-erm-rho5_lag3-d302-m3017,erm,rho5_lag3,302,3017,N/A,N/A,N/A,N/A,N/A
esb-erm-rho5_lag3-d303-m3010,erm,rho5_lag3,303,3010,N/A,N/A,N/A,N/A,N/A
esb-erm-rho5_lag3-d303-m3011,erm,rho5_lag3,303,3011,N/A,N/A,N/A,N/A,N/A
esb-erm-rho5_lag3-d303-m3012,erm,rho5_lag3,303,3012,N/A,N/A,N/A,N/A,N/A
esb-erm-rho5_lag3-d303-m3013,erm,rho5_lag3,303,3013,N/A,N/A,N/A,N/A,N/A
esb-erm-rho5_lag3-d303-m3014,erm,rho5_lag3,303,3014,N/A,N/A,N/A,N/A,N/A
esb-erm-rho5_lag3-d303-m3015,erm,rho5_lag3,303,3015,N/A,N/A,N/A,N/A,N/A
esb-erm-rho5_lag3-d303-m3016,erm,rho5_lag3,303,3016,N/A,N/A,N/A,N/A,N/A
esb-erm-rho5_lag3-d303-m3017,erm,rho5_lag3,303,3017,N/A,N/A,N/A,N/A,N/A
esb-erm-rho5_lag3-d304-m3010,erm,rho5_lag3,304,3010,N/A,N/A,N/A,N/A,N/A
esb-erm-rho5_lag3-d304-m3011,erm,rho5_lag3,304,3011,N/A,N/A,N/A,N/A,N/A
esb-erm-rho5_lag3-d304-m3012,erm,rho5_lag3,304,3012,N/A,N/A,N/A,N/A,N/A
esb-erm-rho5_lag3-d304-m3013,erm,rho5_lag3,304,3013,N/A,N/A,N/A,N/A,N/A
esb-erm-rho5_lag3-d304-m3014,erm,rho5_lag3,304,3014,N/A,N/A,N/A,N/A,N/A
esb-erm-rho5_lag3-d304-m3015,erm,rho5_lag3,304,3015,N/A,N/A,N/A,N/A,N/A
esb-erm-rho5_lag3-d304-m3016,erm,rho5_lag3,304,3016,N/A,N/A,N/A,N/A,N/A
esb-erm-rho5_lag3-d304-m3017,erm,rho5_lag3,304,3017,N/A,N/A,N/A,N/A,N/A
esb-counterfactual_drift-rho5_lag3-d301-m3010,counterfactual_drift,rho5_lag3,301,3010,available,1,1,0,5.9604644775390625e-08
esb-counterfactual_drift-rho5_lag3-d301-m3011,counterfactual_drift,rho5_lag3,301,3011,available,1,1,0,5.9604644775390625e-08
esb-counterfactual_drift-rho5_lag3-d301-m3012,counterfactual_drift,rho5_lag3,301,3012,available,1,1,0,1.1920928955078125e-07
esb-counterfactual_drift-rho5_lag3-d301-m3013,counterfactual_drift,rho5_lag3,301,3013,available,1,1,0,1.1920928955078125e-07
esb-counterfactual_drift-rho5_lag3-d301-m3014,counterfactual_drift,rho5_lag3,301,3014,available,1,1,0,1.1920928955078125e-07
esb-counterfactual_drift-rho5_lag3-d301-m3015,counterfactual_drift,rho5_lag3,301,3015,available,1,1,0,1.1920928955078125e-07
esb-counterfactual_drift-rho5_lag3-d301-m3016,counterfactual_drift,rho5_lag3,301,3016,available,1,1,0,1.1920928955078125e-07
esb-counterfactual_drift-rho5_lag3-d301-m3017,counterfactual_drift,rho5_lag3,301,3017,available,1,1,0,1.1920928955078125e-07
esb-counterfactual_drift-rho5_lag3-d302-m3010,counterfactual_drift,rho5_lag3,302,3010,available,1,1,0,1.1920928955078125e-07
esb-counterfactual_drift-rho5_lag3-d302-m3011,counterfactual_drift,rho5_lag3,302,3011,available,1,1,0,1.1920928955078125e-07
esb-counterfactual_drift-rho5_lag3-d302-m3012,counterfactual_drift,rho5_lag3,302,3012,available,1,1,0,1.1920928955078125e-07
esb-counterfactual_drift-rho5_lag3-d302-m3013,counterfactual_drift,rho5_lag3,302,3013,available,1,1,0,1.1920928955078125e-07
esb-counterfactual_drift-rho5_lag3-d302-m3014,counterfactual_drift,rho5_lag3,302,3014,available,1,1,0,2.384185791015625e-07
esb-counterfactual_drift-rho5_lag3-d302-m3015,counterfactual_drift,rho5_lag3,302,3015,available,1,1,0,1.1920928955078125e-07
esb-counterfactual_drift-rho5_lag3-d302-m3016,counterfactual_drift,rho5_lag3,302,3016,available,1,1,0,1.1920928955078125e-07
esb-counterfactual_drift-rho5_lag3-d302-m3017,counterfactual_drift,rho5_lag3,302,3017,available,1,1,0,1.1920928955078125e-07
esb-counterfactual_drift-rho5_lag3-d303-m3010,counterfactual_drift,rho5_lag3,303,3010,available,1,1,0,5.9604644775390625e-08
esb-counterfactual_drift-rho5_lag3-d303-m3011,counterfactual_drift,rho5_lag3,303,3011,available,1,1,0,2.384185791015625e-07
esb-counterfactual_drift-rho5_lag3-d303-m3012,counterfactual_drift,rho5_lag3,303,3012,available,1,1,0,1.1920928955078125e-07
esb-counterfactual_drift-rho5_lag3-d303-m3013,counterfactual_drift,rho5_lag3,303,3013,available,1,1,0,5.9604644775390625e-08
esb-counterfactual_drift-rho5_lag3-d303-m3014,counterfactual_drift,rho5_lag3,303,3014,available,1,1,0,1.1920928955078125e-07
esb-counterfactual_drift-rho5_lag3-d303-m3015,counterfactual_drift,rho5_lag3,303,3015,available,1,1,0,5.9604644775390625e-08
esb-counterfactual_drift-rho5_lag3-d303-m3016,counterfactual_drift,rho5_lag3,303,3016,available,1,1,0,1.1920928955078125e-07
esb-counterfactual_drift-rho5_lag3-d303-m3017,counterfactual_drift,rho5_lag3,303,3017,available,1,1,0,1.1920928955078125e-07
esb-counterfactual_drift-rho5_lag3-d304-m3010,counterfactual_drift,rho5_lag3,304,3010,available,1,1,0,5.9604644775390625e-08
esb-counterfactual_drift-rho5_lag3-d304-m3011,counterfactual_drift,rho5_lag3,304,3011,available,1,1,0,1.1920928955078125e-07
esb-counterfactual_drift-rho5_lag3-d304-m3012,counterfactual_drift,rho5_lag3,304,3012,available,1,1,0,5.9604644775390625e-08
esb-counterfactual_drift-rho5_lag3-d304-m3013,counterfactual_drift,rho5_lag3,304,3013,available,1,1,0,5.9604644775390625e-08
esb-counterfactual_drift-rho5_lag3-d304-m3014,counterfactual_drift,rho5_lag3,304,3014,available,1,1,0,1.1920928955078125e-07
esb-counterfactual_drift-rho5_lag3-d304-m3015,counterfactual_drift,rho5_lag3,304,3015,available,1,1,0,1.1920928955078125e-07
esb-counterfactual_drift-rho5_lag3-d304-m3016,counterfactual_drift,rho5_lag3,304,3016,available,1,1,0,5.9604644775390625e-08
esb-counterfactual_drift-rho5_lag3-d304-m3017,counterfactual_drift,rho5_lag3,304,3017,available,1,1,0,1.1920928955078125e-07
esb-bloop-rho5_lag3-d301-m3010,bloop,rho5_lag3,301,3010,available,1,1,0,0.25362738966941833
esb-bloop-rho5_lag3-d301-m3011,bloop,rho5_lag3,301,3011,available,1,1,0,0.24561703205108643
esb-bloop-rho5_lag3-d301-m3012,bloop,rho5_lag3,301,3012,available,1,1,0,0.27011725306510925
esb-bloop-rho5_lag3-d301-m3013,bloop,rho5_lag3,301,3013,available,1,1,0,0.28416648507118225
esb-bloop-rho5_lag3-d301-m3014,bloop,rho5_lag3,301,3014,available,1,1,0,0.25829899311065674
esb-bloop-rho5_lag3-d301-m3015,bloop,rho5_lag3,301,3015,available,1,1,0,0.28040009737014771
esb-bloop-rho5_lag3-d301-m3016,bloop,rho5_lag3,301,3016,available,1,1,0,0.2686123251914978
esb-bloop-rho5_lag3-d301-m3017,bloop,rho5_lag3,301,3017,available,1,1,0,0.24135212600231171
esb-bloop-rho5_lag3-d302-m3010,bloop,rho5_lag3,302,3010,available,1,1,0,0.25916871428489685
esb-bloop-rho5_lag3-d302-m3011,bloop,rho5_lag3,302,3011,available,1,1,0,0.25106018781661987
esb-bloop-rho5_lag3-d302-m3012,bloop,rho5_lag3,302,3012,available,1,1,0,0.27626684308052063
esb-bloop-rho5_lag3-d302-m3013,bloop,rho5_lag3,302,3013,available,1,1,0,0.29043221473693848
esb-bloop-rho5_lag3-d302-m3014,bloop,rho5_lag3,302,3014,available,1,1,0,0.26361486315727234
esb-bloop-rho5_lag3-d302-m3015,bloop,rho5_lag3,302,3015,available,1,1,0,0.28656330704689026
esb-bloop-rho5_lag3-d302-m3016,bloop,rho5_lag3,302,3016,available,1,1,0,0.2741604745388031
esb-bloop-rho5_lag3-d302-m3017,bloop,rho5_lag3,302,3017,available,1,1,0,0.24687656760215759
esb-bloop-rho5_lag3-d303-m3010,bloop,rho5_lag3,303,3010,available,1,1,0,0.258798748254776
esb-bloop-rho5_lag3-d303-m3011,bloop,rho5_lag3,303,3011,available,1,1,0,0.25071755051612854
esb-bloop-rho5_lag3-d303-m3012,bloop,rho5_lag3,303,3012,available,1,1,0,0.27575501799583435
esb-bloop-rho5_lag3-d303-m3013,bloop,rho5_lag3,303,3013,available,1,1,0,0.29003506898880005
esb-bloop-rho5_lag3-d303-m3014,bloop,rho5_lag3,303,3014,available,1,1,0,0.26362526416778564
esb-bloop-rho5_lag3-d303-m3015,bloop,rho5_lag3,303,3015,available,1,1,0,0.28623926639556885
esb-bloop-rho5_lag3-d303-m3016,bloop,rho5_lag3,303,3016,available,1,1,0,0.27430582046508789
esb-bloop-rho5_lag3-d303-m3017,bloop,rho5_lag3,303,3017,available,1,1,0,0.24670104682445526
esb-bloop-rho5_lag3-d304-m3010,bloop,rho5_lag3,304,3010,available,1,1,0,0.25911194086074829
esb-bloop-rho5_lag3-d304-m3011,bloop,rho5_lag3,304,3011,available,1,1,0,0.25096678733825684
esb-bloop-rho5_lag3-d304-m3012,bloop,rho5_lag3,304,3012,available,1,1,0,0.27603313326835632
esb-bloop-rho5_lag3-d304-m3013,bloop,rho5_lag3,304,3013,available,1,1,0,0.29029691219329834
esb-bloop-rho5_lag3-d304-m3014,bloop,rho5_lag3,304,3014,available,1,1,0,0.26366749405860901
esb-bloop-rho5_lag3-d304-m3015,bloop,rho5_lag3,304,3015,available,1,1,0,0.28632616996765137
esb-bloop-rho5_lag3-d304-m3016,bloop,rho5_lag3,304,3016,available,1,1,0,0.27425509691238403
esb-bloop-rho5_lag3-d304-m3017,bloop,rho5_lag3,304,3017,available,1,1,0,0.24677547812461853
esb-pcgrad-rho5_lag3-d301-m3010,pcgrad,rho5_lag3,301,3010,available,1,1,0,0.16890090703964233
esb-pcgrad-rho5_lag3-d301-m3011,pcgrad,rho5_lag3,301,3011,available,1,1,0,0.15856543183326721
esb-pcgrad-rho5_lag3-d301-m3012,pcgrad,rho5_lag3,301,3012,available,1,1,0,0.16844318807125092
esb-pcgrad-rho5_lag3-d301-m3013,pcgrad,rho5_lag3,301,3013,available,1,1,0,0.14280985295772552
